,idx,G-Mean,class-0,class-1,class-2,class-3,class-4,class-5,class-6,class-7,class-8,class-9,drifts_alerts
0,500,0.0,0.0,0.0,0.4444444444444444,0.08333333333333333,0.030303030303030304,0.03333333333333333,0.0,0.03225806451612903,0.08108108108108109,0.38,0
1,1000,0.0,0.0,0.0,0.4578313253012048,0.046511627906976744,0.06557377049180328,0.07407407407407407,0.0,0.14754098360655737,0.0,0.3894736842105263,2
2,1500,0.0,0.0,0.0,0.46835443037974683,0.06451612903225806,0.0392156862745098,0.13793103448275862,0.0,0.07142857142857142,0.017241379310344827,0.4126984126984127,2
3,2000,0.0,0.0,0.0,0.4777777777777778,0.07017543859649122,0.022727272727272728,0.046875,0.0,0.017241379310344827,0.023255813953488372,0.4111111111111111,4
4,2500,0.0,0.0,0.0,0.4819277108433735,0.04918032786885246,0.017857142857142856,0.03773584905660377,0.0,0.021739130434782608,0.020833333333333332,0.4166666666666667,0
5,3000,0.0,0.0,0.0,0.4752475247524752,0.0784313725490196,0.06666666666666667,0.09259259259259259,0.0,0.018518518518518517,0.02040816326530612,0.4326923076923077,0
6,3500,0.0,0.0,0.0,0.4803921568627451,0.019230769230769232,0.0,0.05,0.0,0.0,0.015151515151515152,0.42028985507246375,0
7,4000,0.0,0.0,0.0,0.4823529411764706,0.0,0.07407407407407407,0.015873015873015872,0.0,0.0967741935483871,0.0,0.45161290322580644,0
8,4500,0.0,0.0,0.0,0.49166666666666664,0.037037037037037035,0.12727272727272726,0.0851063829787234,0.0,0.06,0.0,0.44,0
9,5000,0.0,0.0,0.0,0.4772727272727273,0.01694915254237288,0.06382978723404255,0.0,0.0,0.17543859649122806,0.0,0.4025974025974026,0
10,5500,0.0,0.0,0.0,0.45161290322580644,0.05454545454545454,0.12857142857142856,0.04,0.0,0.06153846153846154,0.0,0.3855421686746988,0
11,6000,0.0,0.0,0.0,0.4935064935064935,0.0425531914893617,0.10606060606060606,0.0,0.0,0.15254237288135594,0.0196078431372549,0.43333333333333335,0
12,6500,0.0,0.0,0.0,0.475,0.017543859649122806,0.08771929824561403,0.06521739130434782,0.0,0.12962962962962962,0.0,0.4375,0
