,idx,G-Mean,class-0,class-1,class-2,class-3,class-4,class-5,class-6,class-7,class-8,class-9,drifts_alerts
0,500,0.0,0.1111111111111111,0.0,0.4520547945205479,0.0,0.0,0.30952380952380953,0.0,0.0,0.0,0.39215686274509803,0
1,1000,0.0,0.0,0.0,0.4230769230769231,0.0,0.06557377049180328,0.32432432432432434,0.0,0.0,0.0,0.43137254901960786,0
2,1500,0.0,0.0,0.0,0.4246575342465753,0.0,0.02,0.2857142857142857,0.0,0.0,0.017241379310344827,0.421875,0
3,2000,0.0,0.0,0.0,0.4125,0.1016949152542373,0.0,0.0,0.018518518518518517,0.0,0.0,0.39080459770114945,1
4,2500,0.0,0.0,0.0,0.410958904109589,0.03333333333333333,0.017857142857142856,0.0,0.038461538461538464,0.0,0.020833333333333332,0.38461538461538464,0
5,3000,0.0,0.0,0.0,0.43617021276595747,0.04081632653061224,0.0,0.0,0.023255813953488372,0.0,0.02040816326530612,0.37894736842105264,0
6,3500,0.0,0.0,0.0,0.45918367346938777,0.0,0.0,0.0,0.0,0.0,0.0,0.43661971830985913,0
7,4000,0.0,0.0,0.0,0.41333333333333333,0.0,0.0,0.03125,0.01818181818181818,0.0,0.0,0.41379310344827586,0
8,4500,0.0,0.0,0.0,0.39603960396039606,0.037037037037037035,0.02040816326530612,0.022727272727272728,0.0,0.0,0.0,0.38235294117647056,0
9,5000,0.0,0.0,0.0,0.3698630136986301,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.4177215189873418,0
10,5500,0.0,0.0,0.0,0.45161290322580644,0.05454545454545454,0.0,0.02040816326530612,0.017543859649122806,0.0,0.0,0.41379310344827586,0
11,6000,0.0,0.0,0.0,0.417910447761194,0.0,0.03278688524590164,0.0,0.0,0.0,0.0,0.4069767441860465,0
12,6500,0.0,0.0,0.0,0.38235294117647056,0.05084745762711865,0.0,0.022727272727272728,0.0,0.0,0.01694915254237288,0.43157894736842106,0
13,7000,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.3611111111111111,0
14,7500,0.0,0.0,0.0,0.34328358208955223,0.016129032258064516,0.01639344262295082,0.0196078431372549,0.0,0.0,0.0,0.42105263157894735,0
15,8000,0.0,0.0,0.0,0.42696629213483145,0.01694915254237288,0.0,0.0,0.017543859649122806,0.0,0.023255813953488372,0.39285714285714285,0
16,8500,0.0,0.0,0.0,0.42857142857142855,0.02,0.0,0.037037037037037035,0.0,0.0,0.018518518518518517,0.38144329896907214,0
17,9000,0.0,0.0,0.0,0.37681159420289856,0.037037037037037035,0.0,0.0,0.022222222222222223,0.0,0.018518518518518517,0.379746835443038,0
18,9500,0.0,0.0,0.0,0.36507936507936506,0.01694915254237288,0.017857142857142856,0.0,0.0,0.0,0.0,0.3793103448275862,0
19,10000,0.0,0.0,0.0,0.36904761904761907,0.018518518518518517,0.0,0.0425531914893617,0.0,0.0,0.0,0.39473684210526316,0
20,10500,0.0,0.0,0.0,0.422680412371134,0.05660377358490566,0.0,0.038461538461538464,0.022727272727272728,0.0,0.0,0.45054945054945056,0
21,11000,0.0,0.0,0.0,0.39473684210526316,0.016666666666666666,0.0,0.0196078431372549,0.0,0.0,0.0,0.38571428571428573,0
22,11500,0.0,0.0,0.0,0.4105263157894737,0.015625,0.0,0.0425531914893617,0.018518518518518517,0.0,0.0,0.4235294117647059,0
23,12000,0.0,0.0,0.0,0.45977011494252873,0.0625,0.0,0.04878048780487805,0.020833333333333332,0.0,0.0,0.44329896907216493,0
24,12500,0.0,0.0,0.0,0.4166666666666667,0.018518518518518517,0.0,0.07936507936507936,0.0,0.0,0.0,0.4351145038167939,0
25,13000,0.0,0.0,0.0,0.3939393939393939,0.05555555555555555,0.0196078431372549,0.046511627906976744,0.0,0.0,0.02040816326530612,0.4157303370786517,0
26,13500,0.0,0.0,0.0,0.38666666666666666,0.0392156862745098,0.0,0.01818181818181818,0.0,0.0,0.0,0.42528735632183906,0
27,14000,0.0,0.0,0.0,0.4105263157894737,0.019230769230769232,0.03389830508474576,0.07692307692307693,0.0,0.0,0.0196078431372549,0.46464646464646464,0
28,14500,0.0,0.0,0.0,0.40594059405940597,0.023255813953488372,0.0,0.07547169811320754,0.0,0.0,0.02040816326530612,0.4056603773584906,0
29,15000,0.0,0.0,0.0,0.38461538461538464,0.022222222222222223,0.0,0.05970149253731343,0.0,0.0,0.0,0.41935483870967744,0
30,15500,0.0,0.0,0.0,0.4603174603174603,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.41237113402061853,0
31,16000,0.0,0.0,0.0,0.4431818181818182,0.0,0.0,0.03773584905660377,0.0,0.0,0.0,0.36923076923076925,0
32,16500,0.0,0.0,0.0,0.44285714285714284,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.4050632911392405,0
33,17000,0.0,0.0,0.0,0.4266666666666667,0.0,0.022222222222222223,0.046153846153846156,0.0,0.0,0.0,0.4574468085106383,0
34,17500,0.0,0.0,0.0,0.3978494623655914,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.4424778761061947,0
35,18000,0.0,0.0,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0
36,18500,0.0,0.0,0.0,0.40540540540540543,0.0,0.024390243902439025,0.0392156862745098,0.0,0.0,0.017241379310344827,0.41935483870967744,0
37,19000,0.0,0.0,0.0,0.4358974358974359,0.03571428571428571,0.0,0.014925373134328358,0.0,0.0,0.018867924528301886,0.410958904109589,0
38,19500,0.0,0.0,0.0,0.4069767441860465,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.42201834862385323,0
39,20000,0.0,0.0,0.0,0.40789473684210525,0.018518518518518517,0.0,0.024390243902439025,0.0,0.0,0.0,0.36619718309859156,0
40,20500,0.0,0.0,0.0,0.3958333333333333,0.018518518518518517,0.043478260869565216,0.038461538461538464,0.0,0.0,0.0,0.43023255813953487,0
41,21000,0.0,0.0,0.0,0.4482758620689655,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.4111111111111111,0
42,21500,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.045454545454545456,0.019230769230769232,0.0,0.0,0.4318181818181818,0
43,22000,0.0,0.0,0.0,0.43902439024390244,0.0,0.03333333333333333,0.03278688524590164,0.0,0.0,0.017543859649122806,0.4225352112676056,0
44,22500,0.0,0.0,0.0,0.38144329896907214,0.0,0.0196078431372549,0.0,0.017857142857142856,0.0,0.044444444444444446,0.4329896907216495,0
45,23000,0.0,0.0,0.0,0.45161290322580644,0.0,0.022222222222222223,0.01818181818181818,0.0,0.0,0.0,0.42857142857142855,0
46,23500,0.0,0.0,0.0,0.4090909090909091,0.057692307692307696,0.03278688524590164,0.08771929824561403,0.0,0.0,0.018867924528301886,0.3968253968253968,0
47,24000,0.0,0.0,0.0,0.4305555555555556,0.0,0.0,0.04,0.018518518518518517,0.0,0.0,0.46,0
48,24500,0.0,0.0,0.0,0.3883495145631068,0.0196078431372549,0.019230769230769232,0.06382978723404255,0.0,0.0,0.0,0.45454545454545453,0
49,25000,0.0,0.0,0.0,0.4270833333333333,0.034482758620689655,0.0,0.024390243902439025,0.0,0.0,0.0,0.3902439024390244,0
50,25500,0.0,0.0,0.0,0.4307692307692308,0.014705882352941176,0.0,0.043478260869565216,0.02,0.0,0.0,0.4105263157894737,0
51,26000,0.0,0.0,0.0,0.4222222222222222,0.01818181818181818,0.05172413793103448,0.058823529411764705,0.0,0.0,0.04,0.45348837209302323,0
52,26500,0.0,0.0,0.0,0.4146341463414634,0.0,0.0,0.05357142857142857,0.0,0.0,0.0,0.4166666666666667,0
53,27000,0.0,0.0,0.0,0.4230769230769231,0.022222222222222223,0.0,0.08771929824561403,0.0,0.0,0.01694915254237288,0.44,0
