,idx,G-Mean,class-0,class-1,class-2,class-3,class-4,drifts_alerts
0,500,0.37851661426576777,0.34615384615384615,0.40384615384615385,0.3711340206185567,0.40594059405940597,0.36893203883495146,0
1,1000,0.3841746660274128,0.4066666666666667,0.4266666666666667,0.34355828220858897,0.4321608040201005,0.3248407643312102,0
2,1500,0.39635886845724916,0.39655172413793105,0.4350282485875706,0.38125,0.4340659340659341,0.34265734265734266,0
3,2000,0.4049053818795362,0.4064516129032258,0.4152046783625731,0.3772455089820359,0.4416243654822335,0.3870967741935484,0
4,2500,0.4072890997705637,0.41818181818181815,0.44505494505494503,0.3764705882352941,0.3987341772151899,0.4011627906976744,0
5,3000,0.40154401884409585,0.41935483870967744,0.40828402366863903,0.3767123287671233,0.42424242424242425,0.3815028901734104,0
6,3500,0.4319282430772577,0.43523316062176165,0.45549738219895286,0.35833333333333334,0.47,0.450261780104712,0
7,4000,0.4670367269319086,0.4476744186046512,0.4860335195530726,0.4666666666666667,0.47368421052631576,0.4619883040935672,1
8,4500,0.4772833352387882,0.4635416666666667,0.49327354260089684,0.48295454545454547,0.4801980198019802,0.46706586826347307,0
9,5000,0.47927025558891473,0.4708994708994709,0.49019607843137253,0.4723618090452261,0.49246231155778897,0.47093023255813954,0
10,5500,0.4819263395496564,0.4787234042553192,0.49411764705882355,0.4784688995215311,0.4845814977973568,0.47398843930635837,0
11,6000,0.4831762953808421,0.4840182648401826,0.4909090909090909,0.4797979797979798,0.48186528497409326,0.4793814432989691,0
12,6500,0.4836592274594602,0.4789473684210526,0.49222797927461137,0.483695652173913,0.48947368421052634,0.47417840375586856,0
13,7000,0.4883291620596739,0.4858490566037736,0.49710982658959535,0.4918032786885246,0.4751131221719457,0.49206349206349204,0
14,7500,0.4804379140944167,0.47715736040609136,0.4951923076923077,0.4883720930232558,0.47282608695652173,0.4691358024691358,0
15,8000,0.48521572474096025,0.48677248677248675,0.48826291079812206,0.4861878453038674,0.47596153846153844,0.489010989010989,0
16,8500,0.48184056939509,0.483695652173913,0.47530864197530864,0.47540983606557374,0.4885844748858447,0.4863636363636364,0
17,9000,0.48555376098472874,0.4698275862068966,0.489247311827957,0.4968152866242038,0.48743718592964824,0.48484848484848486,0
18,9500,0.48473240819167684,0.4854368932038835,0.4895833333333333,0.48333333333333334,0.489010989010989,0.47641509433962265,0
19,10000,0.48001145243229654,0.4742268041237113,0.49523809523809526,0.4846938775510204,0.4869109947643979,0.45977011494252873,0
20,10500,0.4839795969189376,0.48066298342541436,0.4803921568627451,0.4846938775510204,0.49238578680203043,0.48186528497409326,0
21,11000,0.4818777441214675,0.4607329842931937,0.4927536231884058,0.4808743169398907,0.49514563106796117,0.48066298342541436,0
22,11500,0.48919455817403645,0.48214285714285715,0.4957627118644068,0.495,0.4898989898989899,0.48333333333333334,0
23,12000,0.4903757994993027,0.4702702702702703,0.5,0.4943181818181818,0.5,0.48792270531400966,0
24,12500,0.48820617137140165,0.47619047619047616,0.4973544973544973,0.49222797927461137,0.4918032786885246,0.483739837398374,0
25,13000,0.4823933081876217,0.4732142857142857,0.49162011173184356,0.49162011173184356,0.4793814432989691,0.47643979057591623,0
26,13500,0.49340509366186214,0.4873096446700508,0.4973544973544973,0.48743718592964824,0.4975609756097561,0.49748743718592964,1
27,14000,0.48788193988995754,0.4881516587677725,0.49765258215962443,0.4852941176470588,0.48344370860927155,0.485,0
28,14500,0.4853347427940502,0.4647058823529412,0.49504950495049505,0.48633879781420764,0.4975609756097561,0.48372093023255813,0
29,15000,0.4883213870049285,0.4782608695652174,0.49171270718232046,0.49038461538461536,0.4927536231884058,0.48863636363636365,0
30,15500,0.49008696322901424,0.48404255319148937,0.5,0.4852941176470588,0.4926829268292683,0.4885844748858447,0
31,16000,0.48237838121503956,0.49099099099099097,0.4860335195530726,0.47715736040609136,0.49230769230769234,0.4659090909090909,0
32,16500,0.49022813093383766,0.48223350253807107,0.4919786096256685,0.49743589743589745,0.4931506849315068,0.4864864864864865,0
33,17000,0.4885060087788582,0.4838709677419355,0.49382716049382713,0.4976303317535545,0.4887640449438202,0.4786729857819905,0
34,17500,0.4889987995671036,0.47959183673469385,0.49557522123893805,0.4945054945054945,0.48502994011976047,0.49047619047619045,0
35,18000,0.4914991313868667,0.4873096446700508,0.4972375690607735,0.4946808510638298,0.4909090909090909,0.48743718592964824,0
36,18500,0.49214369960847215,0.49321266968325794,0.4968944099378882,0.4943181818181818,0.48325358851674644,0.4931506849315068,0
37,19000,0.4830860205829328,0.4666666666666667,0.4948453608247423,0.4939271255060729,0.4946808510638298,0.46629213483146065,0
38,19500,0.48749811432083373,0.4692982456140351,0.4935897435897436,0.49261083743842365,0.5,0.48258706467661694,0
39,20000,0.48903799006333437,0.4772727272727273,0.5,0.49,0.495,0.48325358851674644,0
40,20500,0.4861402195688307,0.47465437788018433,0.4931506849315068,0.4946236559139785,0.4967741935483871,0.4720812182741117,0
41,21000,0.4924460721274239,0.48947368421052634,0.49714285714285716,0.4876847290640394,0.4976303317535545,0.49038461538461536,0
42,21500,0.48857886910746434,0.4885844748858447,0.4975609756097561,0.48404255319148937,0.48663101604278075,0.4861878453038674,0
43,22000,0.48871315916504243,0.4876543209876543,0.4946236559139785,0.4935064935064935,0.4811320754716981,0.48677248677248675,0
44,22500,0.4871159393095744,0.47668393782383417,0.49327354260089684,0.4941860465116279,0.48743718592964824,0.4842105263157895,0
45,23000,0.49045110013476745,0.48444444444444446,0.49489795918367346,0.49222797927461137,0.49732620320855614,0.4835164835164835,0
46,23500,0.48877991148470395,0.4824120603015075,0.5,0.48130841121495327,0.49473684210526314,0.4857142857142857,0
47,24000,0.4882908009624468,0.4852941176470588,0.4972677595628415,0.4846938775510204,0.49504950495049505,0.4793814432989691,0
48,24500,0.48788741918524026,0.4930232558139535,0.49777777777777776,0.489247311827957,0.4883720930232558,0.4714285714285714,0
49,25000,0.4910383721029956,0.48502994011976047,0.4954545454545455,0.4975369458128079,0.4891304347826087,0.4881516587677725,0
50,25500,0.4900280164883106,0.47093023255813954,0.4975845410628019,0.49142857142857144,0.4954128440366973,0.49528301886792453,0
51,26000,0.4890680266785316,0.49404761904761907,0.49523809523809526,0.49261083743842365,0.4885844748858447,0.47513812154696133,0
52,26500,0.49019510996145144,0.48484848484848486,0.4976958525345622,0.49321266968325794,0.48255813953488375,0.49282296650717705,0
53,27000,0.485790246323389,0.475,0.4943181818181818,0.4841628959276018,0.48333333333333334,0.49238578680203043,0
54,27500,0.49074408714927803,0.49238578680203043,0.49537037037037035,0.4838709677419355,0.4945054945054945,0.4876847290640394,0
55,28000,0.49150984510840273,0.4946236559139785,0.4947916666666667,0.4777777777777778,0.4956521739130435,0.494949494949495,0
56,28500,0.49365275341018405,0.485,0.5,0.5,0.49746192893401014,0.4860335195530726,0
57,29000,0.4875744733046906,0.47701149425287354,0.49557522123893805,0.48520710059171596,0.4911504424778761,0.4891304347826087,0
58,29500,0.493947865296246,0.49238578680203043,0.49295774647887325,0.4943820224719101,0.49528301886792453,0.49473684210526314,0
59,30000,0.48831726439260115,0.4789473684210526,0.4972375690607735,0.48868778280542985,0.48484848484848486,0.49206349206349204,0
60,30500,0.2366329671234541,0.06382978723404255,0.09836065573770492,0.49238578680203043,0.489247311827957,0.49056603773584906,1
61,31000,0.41260408561980944,0.40268456375838924,0.37681159420289856,0.41847826086956524,0.4694835680751174,0.4011299435028249,0
62,31500,0.42268123005539054,0.4473684210526316,0.40119760479041916,0.42105263157894735,0.44919786096256686,0.3974358974358974,0
63,32000,0.42719950279463975,0.42138364779874216,0.40119760479041916,0.44680851063829785,0.45544554455445546,0.41358024691358025,0
64,32500,0.43981132564912334,0.4251497005988024,0.4388888888888889,0.44502617801047123,0.4411764705882353,0.44919786096256686,0
65,33000,0.43368783141327194,0.41621621621621624,0.4444444444444444,0.4678362573099415,0.4444444444444444,0.398876404494382,0
66,33500,0.4575196062897582,0.4630541871921182,0.44385026737967914,0.45774647887323944,0.46733668341708545,0.45595854922279794,1
67,34000,0.45452750531969316,0.46629213483146065,0.43902439024390244,0.45365853658536587,0.46859903381642515,0.4457831325301205,0
68,34500,0.465599025124347,0.47715736040609136,0.4669811320754717,0.47093023255813954,0.45595854922279794,0.4573170731707317,0
69,35000,0.47095653018431105,0.4791666666666667,0.4666666666666667,0.4696969696969697,0.46842105263157896,0.47093023255813954,0
70,35500,0.47404251034966477,0.4787234042553192,0.47560975609756095,0.47596153846153844,0.47533632286995514,0.4647058823529412,0
71,36000,0.4784895429180296,0.4840182648401826,0.46496815286624205,0.4797979797979798,0.48186528497409326,0.48205128205128206,0
72,36500,0.48187396516579145,0.484375,0.47593582887700536,0.4808743169398907,0.48677248677248675,0.48148148148148145,0
73,37000,0.4835118754416672,0.47596153846153844,0.48214285714285715,0.4861878453038674,0.48672566371681414,0.48663101604278075,1
74,37500,0.4814284402802821,0.4824120603015075,0.4642857142857143,0.4811320754716981,0.4947916666666667,0.48502994011976047,0
75,38000,0.487319929882031,0.49740932642487046,0.48095238095238096,0.48044692737430167,0.4976958525345622,0.48044692737430167,0
76,38500,0.48393404805909224,0.4864864864864865,0.4785276073619632,0.48936170212765956,0.4885844748858447,0.47685185185185186,0
77,39000,0.4812866888389803,0.4810126582278481,0.4722222222222222,0.48366013071895425,0.48223350253807107,0.48743718592964824,0
78,39500,0.48104935258343556,0.4854368932038835,0.4731182795698925,0.4745762711864407,0.4861878453038674,0.4861111111111111,0
79,40000,0.471943882646826,0.47150259067357514,0.45918367346938777,0.47668393782383417,0.4869109947643979,0.4659090909090909,0
80,40500,0.4781069009385268,0.4891304347826087,0.46733668341708545,0.47668393782383417,0.4897959183673469,0.46808510638297873,0
81,41000,0.47966410286090755,0.48756218905472637,0.467005076142132,0.47513812154696133,0.48258706467661694,0.48633879781420764,0
82,41500,0.48661385778867583,0.49122807017543857,0.4711111111111111,0.4898989898989899,0.495,0.4861878453038674,0
83,42000,0.48211103282231144,0.49222797927461137,0.47029702970297027,0.49142857142857144,0.4898989898989899,0.46733668341708545,0
84,42500,0.483043562868129,0.4913294797687861,0.4722222222222222,0.4869109947643979,0.48333333333333334,0.4816326530612245,0
85,43000,0.47836716622065883,0.49137931034482757,0.4678362573099415,0.4858757062146893,0.48205128205128206,0.46524064171123,0
86,43500,0.4865357695339691,0.495,0.4864864864864865,0.48484848484848486,0.4900990099009901,0.47643979057591623,0
87,44000,0.48133984208075203,0.49295774647887325,0.465,0.4801980198019802,0.47651006711409394,0.49261083743842365,0
88,44500,0.48474892026551125,0.49444444444444446,0.46875,0.4946236559139785,0.48756218905472637,0.4788732394366197,0
89,45000,0.4859929190713238,0.49767441860465117,0.480225988700565,0.47783251231527096,0.4801980198019802,0.4943820224719101,0
90,45500,0.4846866563668323,0.48947368421052634,0.484472049689441,0.4878048780487805,0.48514851485148514,0.4766355140186916,0
91,46000,0.4870732236758598,0.4863636363636364,0.48314606741573035,0.4900990099009901,0.49230769230769234,0.4835164835164835,0
92,46500,0.4841729452780781,0.4925373134328358,0.47513812154696133,0.4869109947643979,0.48847926267281105,0.47802197802197804,0
93,47000,0.4757290328083849,0.4885844748858447,0.44594594594594594,0.48792270531400966,0.47398843930635837,0.4835680751173709,0
94,47500,0.4782534096625064,0.48484848484848486,0.4697674418604651,0.48314606741573035,0.47560975609756095,0.47804878048780486,0
95,48000,0.48779223512328124,0.4846938775510204,0.4887640449438202,0.4808743169398907,0.5,0.48484848484848486,0
96,48500,0.4816455590579289,0.4977578475336323,0.47058823529411764,0.47337278106508873,0.4881516587677725,0.4788732394366197,0
97,49000,0.48042834207303503,0.4942528735632184,0.4585635359116022,0.48559670781893005,0.4864864864864865,0.47802197802197804,0
98,49500,0.4884237603552415,0.49583333333333335,0.4768211920529801,0.4900990099009901,0.4918918918918919,0.4876847290640394,0
99,50000,0.4858641363874682,0.49171270718232046,0.4673913043478261,0.49,0.495,0.4857142857142857,0
100,50500,0.4862717791270232,0.4977973568281938,0.47393364928909953,0.4918918918918919,0.4935064935064935,0.47474747474747475,0
101,51000,0.4864274182478416,0.48947368421052634,0.47928994082840237,0.48514851485148514,0.48792270531400966,0.49038461538461536,0
102,51500,0.48931043406959757,0.4909090909090909,0.485,0.48677248677248675,0.48936170212765956,0.4945652173913043,0
103,52000,0.4835822631982662,0.49079754601226994,0.47191011235955055,0.48,0.48598130841121495,0.48947368421052634,0
104,52500,0.48676206932641886,0.495,0.4792626728110599,0.48823529411764705,0.49,0.48148148148148145,0
105,53000,0.4857767420493877,0.49344978165938863,0.47619047619047616,0.4869109947643979,0.4918918918918919,0.48066298342541436,0
106,53500,0.48854069304369296,0.4975609756097561,0.4739583333333333,0.48847926267281105,0.4973821989528796,0.4857142857142857,0
107,54000,0.4844345639687651,0.4827586206896552,0.480225988700565,0.48205128205128206,0.4925373134328358,0.4846938775510204,0
108,54500,0.4826359826814709,0.4976958525345622,0.47685185185185186,0.4864864864864865,0.4811320754716981,0.4714285714285714,0
109,55000,0.48542889188103183,0.49411764705882355,0.4788732394366197,0.48223350253807107,0.48633879781420764,0.4857142857142857,0
110,55500,0.48852289337429433,0.49162011173184356,0.4876847290640394,0.4943181818181818,0.48598130841121495,0.4830917874396135,0
111,56000,0.4864811687952429,0.4970414201183432,0.47783251231527096,0.485,0.48623853211009177,0.4864864864864865,0
112,56500,0.4870276258353717,0.5,0.4834123222748815,0.48148148148148145,0.48255813953488375,0.48792270531400966,0
113,57000,0.4885539654723756,0.4951923076923077,0.48255813953488375,0.48878923766816146,0.4918032786885246,0.4845360824742268,0
114,57500,0.48543709044072136,0.494949494949495,0.4834123222748815,0.4696132596685083,0.4945054945054945,0.48514851485148514,0
115,58000,0.48769531536193644,0.4946236559139785,0.478494623655914,0.4748603351955307,0.49344978165938863,0.49748743718592964,0
116,58500,0.48255813670693054,0.4950980392156863,0.4659090909090909,0.4744186046511628,0.49489795918367346,0.48314606741573035,0
117,59000,0.4929954321203562,0.49444444444444446,0.49107142857142855,0.4941860465116279,0.4933920704845815,0.4918918918918919,0
118,59500,0.4825438413538315,0.494949494949495,0.4857142857142857,0.47674418604651164,0.4830917874396135,0.4725274725274725,0
119,60000,0.4887320085086493,0.49746192893401014,0.48295454545454547,0.4840182648401826,0.49,0.48936170212765956,0
120,60500,0.22078135513133737,0.16037735849056603,0.20863309352517986,0.21212121212121213,0.15315315315315314,0.48258706467661694,1
121,61000,0.4005584627740865,0.4258064516129032,0.4027777777777778,0.38857142857142857,0.3273809523809524,0.472636815920398,1
122,61500,0.3955658836029858,0.39655172413793105,0.38271604938271603,0.3888888888888889,0.3522012578616352,0.4659090909090909,0
123,62000,0.40656203395901097,0.3741496598639456,0.37888198757763975,0.43169398907103823,0.38202247191011235,0.47513812154696133,0
124,62500,0.4206029139617498,0.4319526627218935,0.4093567251461988,0.42702702702702705,0.38311688311688313,0.455026455026455,0
125,63000,0.4077396291698923,0.40331491712707185,0.3670886075949367,0.47398843930635837,0.3581081081081081,0.4484536082474227,0
126,63500,0.4221978804143936,0.42021276595744683,0.46113989637305697,0.4253731343283582,0.3614457831325301,0.450261780104712,0
