,idx,accuracy,gmean,class_0,class_1,class_2,class_3,class_4,drifts_alerts
0,500,0.6822742474916388,0.31159488843563,0.46691176470588236,0.3917525773195876,0.1891891891891892,0.41379310344827586,0.20512820512820512,0
1,1000,0.678,0.33596265095377537,0.45539906103286387,0.39344262295081966,0.1875,0.43529411764705883,0.2926829268292683,0
2,1500,0.726,0.3465926554831356,0.46750524109014674,0.39156626506024095,0.23529411764705882,0.44660194174757284,0.26,0
3,2000,0.716,0.3446915438716472,0.4789356984478936,0.40932642487046633,0.2692307692307692,0.36363636363636365,0.2535211267605634,0
4,2500,0.738,0.32666438814607585,0.48676171079429736,0.4127906976744186,0.18181818181818182,0.37333333333333335,0.2727272727272727,0
5,3000,0.72,0.3604522436552885,0.46808510638297873,0.40131578947368424,0.273972602739726,0.43529411764705883,0.2716049382716049,0
6,3500,0.818,0.39771349214479074,0.4782608695652174,0.47150259067357514,0.3225806451612903,0.4247787610619469,0.3220338983050847,0
7,4000,0.852,0.42458401345233887,0.48366013071895425,0.48444444444444446,0.3253012048192771,0.4305555555555556,0.42045454545454547,1
8,4500,0.884,0.4512846878687285,0.48031496062992124,0.48205128205128206,0.44047619047619047,0.44047619047619047,0.4166666666666667,0
9,5000,0.898,0.46674476438932305,0.4745762711864407,0.484304932735426,0.44047619047619047,0.4642857142857143,0.47126436781609193,0
10,5500,0.912,0.4677751382499209,0.4852941176470588,0.4876847290640394,0.41904761904761906,0.4936708860759494,0.4574468085106383,0
11,6000,0.91,0.47030158957119306,0.4796747967479675,0.48633879781420764,0.47368421052631576,0.47368421052631576,0.43956043956043955,0
12,6500,0.918,0.47455921803308443,0.4779874213836478,0.4945652173913043,0.4659090909090909,0.48672566371681414,0.4489795918367347,0
13,7000,0.928,0.4802620693102084,0.480083857442348,0.48514851485148514,0.4752475247524752,0.4897959183673469,0.47126436781609193,0
14,7500,0.914,0.47151072693697066,0.4796116504854369,0.489247311827957,0.44680851063829785,0.4939759036144578,0.45,0
15,8000,0.918,0.4727669681168678,0.48057259713701433,0.49246231155778897,0.4536082474226804,0.475,0.4631578947368421,0
16,8500,0.9,0.4660809761695832,0.4838709677419355,0.47115384615384615,0.45454545454545453,0.49523809523809526,0.42857142857142855,0
17,9000,0.904,0.46587265701764097,0.4803312629399586,0.4827586206896552,0.46788990825688076,0.4854368932038835,0.4166666666666667,0
18,9500,0.918,0.47304817923518666,0.48096192384769537,0.49444444444444446,0.47368421052631576,0.45714285714285713,0.46,0
19,10000,0.916,0.47015618063964915,0.47928994082840237,0.4948453608247423,0.43037974683544306,0.4838709677419355,0.46511627906976744,0
20,10500,0.942,0.47746868348617594,0.4908722109533469,0.4918032786885246,0.4672897196261682,0.494949494949495,0.4444444444444444,0
21,11000,0.894,0.4638604495009582,0.4772727272727273,0.48128342245989303,0.45714285714285713,0.4631578947368421,0.44155844155844154,0
22,11500,0.928,0.47149077726813804,0.484251968503937,0.5,0.42168674698795183,0.4823529411764706,0.4731182795698925,0
23,12000,0.916,0.4699701568779689,0.4827586206896552,0.49707602339181284,0.46,0.47474747474747475,0.4375,0
24,12500,0.926,0.47448819488690375,0.48735632183908045,0.4883720930232558,0.4675324675324675,0.47,0.45985401459854014,0
25,13000,0.924,0.47047487244430536,0.4871287128712871,0.4943181818181818,0.4479166666666667,0.4606741573033708,0.4639175257731959,0
26,13500,0.918,0.46335872042398857,0.49377593360995853,0.4803921568627451,0.42696629213483145,0.46808510638297873,0.45054945054945056,0
27,14000,0.922,0.47220206285355193,0.4828897338403042,0.4858757062146893,0.4444444444444444,0.4845360824742268,0.46464646464646464,0
28,14500,0.912,0.470702136686681,0.4837310195227766,0.48205128205128206,0.46875,0.4725274725274725,0.4473684210526316,0
29,15000,0.926,0.46972711702730996,0.49056603773584906,0.4784688995215311,0.4732142857142857,0.47058823529411764,0.4375,0
30,15500,0.94,0.47731508885026064,0.4911894273127753,0.4908256880733945,0.47191011235955055,0.46601941747572817,0.4672897196261682,0
31,16000,0.936,0.47495367206386546,0.49007936507936506,0.48663101604278075,0.46534653465346537,0.4803921568627451,0.4533333333333333,0
32,16500,0.94,0.4809588611119617,0.4893162393162393,0.4807692307692308,0.4732142857142857,0.4838709677419355,0.4777777777777778,0
33,17000,0.95,0.4793184962083461,0.49469214437367304,0.4878048780487805,0.4606741573033708,0.49137931034482757,0.4631578947368421,0
34,17500,0.96,0.48578997408800867,0.49498997995991983,0.48677248677248675,0.4827586206896552,0.4942528735632184,0.47058823529411764,0
35,18000,0.952,0.47739148260899944,0.49586776859504134,0.4931506849315068,0.45,0.4835164835164835,0.46601941747572817,1
36,18500,0.95,0.4771892530989823,0.4978448275862069,0.49246231155778897,0.45098039215686275,0.4864864864864865,0.46,0
37,19000,0.954,0.4796600684824808,0.49588477366255146,0.4883720930232558,0.4742268041237113,0.48514851485148514,0.45569620253164556,0
38,19500,0.956,0.4834888840763794,0.49292929292929294,0.4972375690607735,0.48623853211009177,0.4810126582278481,0.4608695652173913,0
39,20000,0.852,0.4598883995613414,0.4523281596452328,0.47674418604651164,0.43956043956043955,0.48412698412698413,0.4482758620689655,0
40,20500,0.642,0.3333119128971294,0.34375,0.4782608695652174,0.1111111111111111,0.4811320754716981,0.46808510638297873,1
41,21000,0.746,0.3427520490744263,0.44258373205741625,0.4909090909090909,0.13114754098360656,0.4659090909090909,0.3563218390804598,0
42,21500,0.756,0.2888215882461268,0.4518201284796574,0.4897959183673469,0.05454545454545454,0.4519230769230769,0.3684210526315789,0
43,22000,0.804,0.3362357976750359,0.47297297297297297,0.4955357142857143,0.0967741935483871,0.46153846153846156,0.4105263157894737,1
44,22500,0.806,0.35750616734590396,0.4762886597938144,0.48756218905472637,0.16666666666666666,0.4642857142857143,0.325,0
45,23000,0.792,0.365755681192831,0.4789915966386555,0.47058823529411764,0.171875,0.45054945054945056,0.375,0
46,23500,0.838,0.36558427303519864,0.48466257668711654,0.47959183673469385,0.1568627450980392,0.46153846153846156,0.3880597014925373,0
47,24000,0.902,0.4448033388058965,0.4924731182795699,0.4933920704845815,0.32926829268292684,0.46987951807228917,0.4631578947368421,0
48,24500,0.908,0.44897173639193566,0.4932301740812379,0.48743718592964824,0.37662337662337664,0.4659090909090909,0.43243243243243246,0
49,25000,0.934,0.46722381585814576,0.49498997995991983,0.4864864864864865,0.4268292682926829,0.4827586206896552,0.44871794871794873,1
50,25500,0.916,0.45642350423673606,0.49382716049382713,0.4975845410628019,0.3917525773195876,0.44285714285714284,0.46464646464646464,0
51,26000,0.908,0.44753071371145986,0.49498997995991983,0.48936170212765956,0.34177215189873417,0.4731182795698925,0.4583333333333333,0
52,26500,0.92,0.4571109029060476,0.4949290060851927,0.489010989010989,0.3783783783783784,0.4690265486725664,0.46464646464646464,0
53,27000,0.94,0.463998210006374,0.4969939879759519,0.5,0.3780487804878049,0.4791666666666667,0.4777777777777778,0
54,27500,0.92,0.45174322409430306,0.4981203007518797,0.4918918918918919,0.37209302325581395,0.48148148148148145,0.42857142857142855,0
55,28000,0.93,0.4605889652473763,0.498015873015873,0.4926829268292683,0.39080459770114945,0.4675324675324675,0.46236559139784944,0
56,28500,0.92,0.46475295475977874,0.4943310657596372,0.4858490566037736,0.40860215053763443,0.4752475247524752,0.4649122807017544,0
57,29000,0.96,0.4788994804846646,0.5,0.4972067039106145,0.4411764705882353,0.4854368932038835,0.4731182795698925,0
58,29500,0.936,0.46640777234167,0.4961089494163424,0.4858757062146893,0.4142857142857143,0.48623853211009177,0.45454545454545453,0
59,30000,0.948,0.4747792359580488,0.4952561669829222,0.49214659685863876,0.45,0.4673913043478261,0.47058823529411764,0
60,30500,0.932,0.468076290800533,0.4979757085020243,0.483695652173913,0.4411764705882353,0.4631578947368421,0.45652173913043476,0
61,31000,0.93,0.4647922865058409,0.49603174603174605,0.4919786096256685,0.43,0.4742268041237113,0.4358974358974359,0
62,31500,0.926,0.4586636807845318,0.49619771863117873,0.4896907216494845,0.45977011494252873,0.4189189189189189,0.43373493975903615,0
63,32000,0.918,0.46047762336173664,0.49304174950298213,0.49700598802395207,0.4,0.4752475247524752,0.4444444444444444,0
64,32500,0.93,0.4639272478399293,0.49658314350797267,0.49327354260089684,0.4084507042253521,0.4631578947368421,0.463768115942029,0
65,33000,0.94,0.47007945865391476,0.49709864603481624,0.49411764705882355,0.43478260869565216,0.46808510638297873,0.45918367346938777,0
66,33500,0.926,0.46098628138966025,0.49586776859504134,0.4928909952606635,0.39080459770114945,0.4731182795698925,0.4606741573033708,0
67,34000,0.948,0.47078702254576493,0.49536178107606677,0.49444444444444446,0.423728813559322,0.47959183673469385,0.46464646464646464,0
68,34500,0.932,0.4680246835198467,0.49469214437367304,0.4975369458128079,0.43529411764705883,0.4666666666666667,0.4491525423728814,0
69,35000,0.934,0.46787064410782964,0.49581589958158995,0.49295774647887325,0.4424778761061947,0.46464646464646464,0.4461538461538462,0
70,35500,0.956,0.479203002178915,0.4967741935483871,0.4977168949771689,0.4642857142857143,0.4716981132075472,0.4666666666666667,0
71,36000,0.96,0.48350933315555905,0.49504950495049505,0.49222797927461137,0.47058823529411764,0.48514851485148514,0.475,0
72,36500,0.948,0.4761788058067787,0.49682875264270615,0.4928909952606635,0.46017699115044247,0.4725274725274725,0.45977011494252873,0
73,37000,0.95,0.4751297567855724,0.49581589958158995,0.4975845410628019,0.45348837209302323,0.48695652173913045,0.4444444444444444,0
74,37500,0.956,0.47946931089789785,0.49798387096774194,0.4896907216494845,0.4523809523809524,0.48863636363636365,0.4700854700854701,0
