,idx,G-Mean,class-0,class-1,class-2,class-3,class-4,class-5,class-6,class-7,class-8,class-9,drifts_alerts
0,500,0.13500553237635135,0.48936170212765956,0.15625,0.3220338983050847,0.043478260869565216,0.39622641509433965,0.40816326530612246,0.03225806451612903,0.14285714285714285,0.02857142857142857,0.08823529411764706,0
1,1000,0.31092874866805853,0.4939759036144578,0.43373493975903615,0.4444444444444444,0.1276595744680851,0.41237113402061853,0.4444444444444444,0.3645833333333333,0.49019607843137253,0.15789473684210525,0.13432835820895522,1
2,1500,0.3521639689249394,0.5,0.4838709677419355,0.46153846153846156,0.18309859154929578,0.4673913043478261,0.45054945054945056,0.4069767441860465,0.5,0.24,0.13953488372093023,0
3,2000,0.3558748644917323,0.5,0.4895833333333333,0.4659090909090909,0.1016949152542373,0.4342105263157895,0.45045045045045046,0.4536082474226804,0.4864864864864865,0.3114754098360656,0.208955223880597,0
4,2500,0.378233204318377,0.4943820224719101,0.48484848484848486,0.44871794871794873,0.26582278481012656,0.4329896907216495,0.4574468085106383,0.4318181818181818,0.5,0.29850746268656714,0.16417910447761194,0
5,3000,0.31979518858094186,0.4666666666666667,0.2972972972972973,0.4479166666666667,0.2878787878787879,0.2222222222222222,0.27941176470588236,0.44,0.49523809523809526,0.29411764705882354,0.15714285714285714,0
6,3500,0.3915917000186113,0.5,0.49586776859504134,0.46464646464646464,0.33766233766233766,0.3709677419354839,0.4794520547945205,0.4666666666666667,0.48148148148148145,0.25287356321839083,0.21568627450980393,0
7,4000,0.39698476506927266,0.5,0.4953271028037383,0.42857142857142855,0.2835820895522388,0.4444444444444444,0.43636363636363634,0.45454545454545453,0.5,0.29310344827586204,0.25,0
8,4500,0.40904888792180577,0.4948453608247423,0.49056603773584906,0.41904761904761906,0.40229885057471265,0.4482758620689655,0.4819277108433735,0.46788990825688076,0.4946236559139785,0.3088235294117647,0.20754716981132076,1
9,5000,0.42335720015529094,0.494949494949495,0.5,0.4177215189873418,0.3894736842105263,0.4358974358974359,0.44545454545454544,0.47572815533980584,0.4891304347826087,0.34782608695652173,0.2923076923076923,0
10,5500,0.42888878694441285,0.4827586206896552,0.49038461538461536,0.45161290322580644,0.38823529411764707,0.42990654205607476,0.4666666666666667,0.4766355140186916,0.49586776859504134,0.3442622950819672,0.3108108108108108,0
11,6000,0.43078866417513995,0.49557522123893805,0.4954954954954955,0.4868421052631579,0.43037974683544306,0.4326923076923077,0.4634146341463415,0.4791666666666667,0.4845360824742268,0.3150684931506849,0.2916666666666667,0
12,6500,0.43652177584581,0.49473684210526314,0.5,0.46835443037974683,0.37777777777777777,0.4157303370786517,0.45569620253164556,0.4791666666666667,0.4835164835164835,0.3829787234042553,0.34146341463414637,0
13,7000,0.41724546545783336,0.49,0.5,0.45121951219512196,0.43243243243243246,0.4157303370786517,0.5,0.4878048780487805,0.4752475247524752,0.3150684931506849,0.22033898305084745,0
